index,glyph_type,sizeA,sizeB,sizeC
11,sun_cc,73.0,83.0,100.0
12,sun_cc,64.0,71.0,81.0
13,sun_cc,89.0,71.0,50.0
14,sun_cc,51.0,33.0,19.0
15,sun_cc,88.0,94.0,98.0
16,sun_cc,59.0,48.0,30.0
17,sun_cc,48.0,53.0,59.0
18,sun_cc,96.0,79.0,62.0
19,sun_cc,41.0,53.0,72.0
20,sun_cc,1.0,18.0,32.0
22,sun_cc,4.0,13.0,17.0
23,sun_cc,19.0,31.0,47.0
24,sun_cc,89.0,67.0,42.0
25,sun_cc,8.0,29.0,58.0
26,sun_cc,26.0,18.0,9.0
27,sun_cc,65.0,55.0,47.0
28,sun_cc,19.0,24.0,29.0
29,sun_cc,61.0,68.0,80.0
30,sun_cc,41.0,50.0,57.0
31,sun_cc,62.0,70.0,84.0
32,sun_cc,43.0,28.0,21.0
33,sun_cc,42.0,46.0,52.0
34,sun_cc,28.0,23.0,18.0
35,sun_cc,26.0,43.0,62.0
36,sun_cc,100.0,91.0,81.0
37,sun_cc,70.0,55.0,30.0
38,sun_cc,18.0,23.0,30.0
39,sun_cc,44.0,39.0,31.0
40,sun_cc,44.0,63.0,84.0
41,sun_cc,10.0,23.0,60.0
42,sun_cc,81.0,89.0,96.0
43,sun_cc,42.0,63.0,87.0
45,sun_cc,50.0,56.0,68.0
46,sun_cc,32.0,40.0,50.0
47,sun_cc,3.0,22.0,50.0
48,sun_cc,29.0,51.0,69.0
50,sun_cc,55.0,34.0,16.0
51,sun_cc,17.0,22.0,29.0
52,sun_cc,35.0,44.0,47.0
53,sun_cc,82.0,70.0,52.0
54,sun_cc,26.0,37.0,50.0
55,sun_cc,26.0,22.0,16.0
57,sun_cc,89.0,92.0,99.0
58,sun_cc,42.0,22.0,3.0
59,sun_cc,22.0,14.0,2.0
60,sun_cc,76.0,87.0,97.0
61,sun_cc,100.0,96.0,90.0
62,sun_cc,37.0,18.0,1.0
63,sun_cc,76.0,86.0,98.0
65,sun_cc,88.0,67.0,38.0
66,sun_cc,59.0,48.0,32.0
67,sun_cc,26.0,43.0,56.0
68,sun_cc,99.0,95.0,87.0
69,sun_cc,16.0,11.0,3.0
70,sun_cc,25.0,30.0,39.0
71,sun_cc,46.0,62.0,86.0
73,sun_cc,1.0,16.0,26.0
74,sun_cc,2.0,22.0,50.0
75,sun_cc,78.0,64.0,50.0
76,sun_cc,85.0,91.0,96.0
77,sun_cc,80.0,86.0,94.0
78,sun_cc,45.0,23.0,12.0
1,ripple_wave,34.0,23.0,9.0
2,sun,86.0,93.0,97.0
3,circular_progressbar,96.0,88.0,76.0
4,beer,14.0,13.0,2.0
1,circular_progressbar,6.0,13.0,17.0
2,circular_progressbar,66.0,39.0,16.0
3,beer,46.0,33.0,68.0
4,circular_progressbar,13.0,6.0,1.0
5,candle,55.0,26.0,86.0
6,ripple_wave,63.0,50.0,18.0
7,flower,74.0,59.0,48.0
8,sun,4.0,17.0,30.0
9,candle,99.0,59.0,82.0
10,tree_growth,63.0,49.0,35.0
11,candle,91.0,83.0,64.0
12,ripple_wave,87.0,67.0,45.0
13,circular_progressbar,70.0,53.0,39.0
14,candle,100.0,90.0,83.0
15,sun,100.0,90.0,83.0
16,flower,3.0,10.0,17.0
17,circular_progressbar,90.0,66.0,43.0
18,ripple_wave,16.0,35.0,57.0
19,sun,87.0,76.0,53.0
20,ripple_wave,15.0,25.0,39.0
21,flower,2.0,13.0,38.0
22,beer,52.0,39.0,93.0
23,circular_progressbar,21.0,9.0,5.0
24,flower,12.0,21.0,24.0
25,ripple_wave,70.0,65.0,59.0
26,tree_growth,57.0,74.0,88.0
28,sun,37.0,40.0,48.0
29,candle,15.0,9.0,4.0
30,circular_progressbar,2.0,16.0,32.0
31,flower,1.0,10.0,17.0
1,beer,82.0,69.0,69.0
2,tree_growth,19.0,35.0,41.0
3,candle,69.0,76.0,92.0
4,circular_progressbar,32.0,22.0,13.0
5,beer,86.0,72.0,60.0
6,flower,69.0,53.0,43.0
7,circular_progressbar,98.0,76.0,54.0
9,ripple_wave,39.0,47.0,51.0
10,tree_growth,59.0,39.0,27.0
11,beer,51.0,38.0,26.0
12,sun,60.0,18.0,11.0
2,sun,57.0,31.0,20.0
3,tree_growth,4.0,13.0,17.0
4,beer,48.0,23.0,12.0
5,ripple_wave,52.0,32.0,3.0
6,flower,55.0,45.0,41.0
7,tree_growth,64.0,72.0,96.0
8,sun,30.0,22.0,16.0
9,ripple_wave,53.0,40.0,34.0
2,ripple_wave,54.0,28.0,15.0
3,beer,92.0,90.0,80.0
4,flower,11.0,5.0,1.0
5,ripple_wave,2.0,8.0,13.0
6,tree_growth,44.0,34.0,12.0
7,ripple_wave,56.0,76.0,96.0
8,circular_progressbar,50.0,64.0,77.0
9,beer,9.0,17.0,34.0
10,flower,18.0,37.0,54.0
11,sun,26.0,31.0,40.0
12,beer,80.0,89.0,93.0
13,circular_progressbar,17.0,36.0,65.0
15,beer,97.0,84.0,74.0
16,sun,81.0,75.0,39.0
17,beer,10.0,25.0,32.0
18,sun,26.0,48.0,64.0
22,candle,26.0,13.0,3.0
23,tree_growth,26.0,59.0,72.0
24,circular_progressbar,75.0,86.0,97.0
25,circular_progressbar,39.0,31.0,26.0
1,beer,14.0,10.0,4.0
3,beer,2.0,21.0,38.0
5,tree_growth,71.0,79.0,87.0
6,sun,39.0,47.0,56.0
7,flower,3.0,12.0,18.0
8,flower,55.0,33.0,20.0
9,ripple_wave,75.0,81.0,94.0
10,circular_progressbar,25.0,47.0,71.0
11,tree_growth,28.0,44.0,73.0
12,circular_progressbar,31.0,21.0,11.0
13,flower,59.0,51.0,46.0
14,ripple_wave,59.0,67.0,71.0
15,candle,90.0,79.0,71.0
16,sun,66.0,73.0,79.0
18,tree_growth,100.0,96.0,89.0
19,flower,71.0,50.0,34.0
20,candle,86.0,81.0,69.0
21,tree_growth,72.0,79.0,96.0
22,tree_growth,55.0,70.0,76.0
23,tree_growth,48.0,35.0,5.0
24,beer,80.0,65.0,53.0
25,beer,41.0,25.0,22.0
26,ripple_wave,29.0,22.0,10.0
27,flower,17.0,49.0,67.0
29,circular_progressbar,50.0,34.0,18.0
30,circular_progressbar,89.0,94.0,100.0
31,ripple_wave,58.0,74.0,90.0
32,flower,17.0,22.0,28.0
34,sun,20.0,53.0,69.0
35,tree_growth,34.0,40.0,49.0
36,candle,33.0,18.0,10.0
37,candle,34.0,25.0,18.0
38,beer,64.0,35.0,14.0
39,ripple_wave,34.0,22.0,17.0
40,ripple_wave,99.0,98.0,88.0
41,sun,92.0,80.0,50.0
42,candle,94.0,73.0,82.0
43,beer,53.0,44.0,39.0
44,sun,27.0,43.0,57.0
45,sun,63.0,73.0,75.0
47,tree_growth,15.0,21.0,30.0
48,beer,10.0,25.0,39.0
49,candle,33.0,28.0,23.0
50,circular_progressbar,96.0,81.0,64.0
51,flower,52.0,75.0,92.0
52,ripple_wave,10.0,32.0,49.0
53,ripple_wave,44.0,57.0,64.0
54,ripple_wave,37.0,16.0,1.0
55,flower,2.0,6.0,12.0
56,candle,59.0,45.0,32.0
57,flower,80.0,1.0,55.0
58,sun,85.0,77.0,64.0
59,tree_growth,63.0,45.0,29.0
60,beer,100.0,93.0,87.0
61,circular_progressbar,7.0,28.0,50.0
62,candle,64.0,58.0,46.0
63,beer,87.0,79.0,76.0
64,tree_growth,13.0,29.0,40.0
65,tree_growth,61.0,66.0,73.0
66,circular_progressbar,97.0,93.0,87.0
67,sun,36.0,46.0,54.0
68,circular_progressbar,54.0,29.0,6.0
69,flower,32.0,39.0,45.0
70,candle,53.0,46.0,34.0
73,candle,55.0,68.0,73.0
74,beer,98.0,79.0,59.0
75,tree_growth,86.0,79.0,52.0
76,candle,38.0,59.0,77.0
77,flower,16.0,22.0,29.0
78,ripple_wave,36.0,35.0,21.0
79,beer,85.0,68.0,46.0
80,sun,94.0,83.0,74.0
81,tree_growth,53.0,40.0,27.0
82,flower,71.0,83.0,94.0
83,sun,63.0,80.0,86.0
84,circular_progressbar,78.0,83.0,89.0
85,ripple_wave,65.0,74.0,86.0
86,ripple_wave,63.0,74.0,90.0
87,beer,30.0,42.0,53.0
89,beer,27.0,37.0,47.0
90,flower,25.0,37.0,49.0
91,tree_growth,25.0,61.0,72.0
92,circular_progressbar,95.0,88.0,79.0
93,beer,42.0,65.0,71.0
94,beer,41.0,73.0,84.0
95,circular_progressbar,11.0,29.0,49.0
97,candle,71.0,58.0,26.0
99,sun,55.0,48.0,41.0
100,flower,28.0,23.0,18.0
101,sun,41.0,69.0,79.0
102,ripple_wave,69.0,45.0,26.0
103,sun,23.0,16.0,1.0
104,flower,67.0,48.0,33.0
105,circular_progressbar,38.0,24.0,11.0
106,tree_growth,12.0,5.0,2.0
107,flower,54.0,46.0,26.0
108,candle,19.0,14.0,2.0
109,ripple_wave,71.0,64.0,48.0
110,beer,69.0,85.0,98.0
111,tree_growth,98.0,84.0,66.0
112,ripple_wave,56.0,70.0,87.0
113,tree_growth,33.0,21.0,7.0
114,sun,27.0,39.0,47.0
115,circular_progressbar,7.0,24.0,37.0
116,candle,52.0,70.0,89.0
117,beer,52.0,43.0,16.0
118,tree_growth,58.0,77.0,98.0
119,flower,21.0,12.0,7.0
120,ripple_wave,73.0,75.0,86.0
121,circular_progressbar,83.0,88.0,94.0
122,circular_progressbar,51.0,76.0,100.0
123,ripple_wave,54.0,48.0,38.0
124,beer,7.0,11.0,26.0
125,ripple_wave,79.0,69.0,58.0
126,beer,79.0,85.0,98.0
127,ripple_wave,100.0,94.0,89.0
128,sun,91.0,84.0,76.0
129,candle,28.0,24.0,17.0
130,candle,55.0,64.0,69.0
131,candle,87.0,92.0,100.0
132,sun,68.0,49.0,29.0
133,sun,76.0,55.0,30.0
134,sun,37.0,26.0,21.0
135,sun,3.0,9.0,13.0
136,tree_growth,29.0,33.0,39.0
137,tree_growth,42.0,70.0,92.0
138,candle,52.0,38.0,20.0
139,flower,83.0,90.0,99.0
140,sun,37.0,24.0,17.0
1,tree_growth,6.0,16.0,27.0
2,circular_progressbar,15.0,20.0,26.0
3,candle,64.0,39.0,29.0
4,candle,56.0,60.0,67.0
5,candle,30.0,50.0,65.0
6,tree_growth,72.0,67.0,48.0
1,sun,93.0,77.0,55.0
2,ripple_wave,25.0,19.0,14.0
3,ripple_wave,32.0,42.0,49.0
4,tree_growth,55.0,67.0,75.0
5,sun,28.0,38.0,50.0
6,sun,79.0,86.0,95.0
8,circular_progressbar,50.0,38.0,26.0
9,candle,72.0,68.0,46.0
10,flower,62.0,36.0,16.0
3,tree_growth,2.0,8.0,16.0
4,candle,88.0,92.0,98.0
5,candle,44.0,41.0,32.0
6,circular_progressbar,82.0,65.0,40.0
7,flower,34.0,21.0,2.0
8,candle,61.0,74.0,87.0
9,sun,29.0,43.0,56.0
11,flower,2.0,28.0,42.0
12,sun,64.0,1.0,100.0
1,tree_growth,16.0,17.0,62.0
2,tree_growth,67.0,71.0,96.0
3,sun,21.0,30.0,52.0
4,candle,70.0,57.0,43.0
5,flower,13.0,21.0,25.0
6,ripple_wave,99.0,85.0,65.0
7,beer,81.0,60.0,45.0
9,ripple_wave,38.0,77.0,86.0
10,sun,98.0,89.0,77.0
12,beer,70.0,73.0,91.0
13,candle,36.0,41.0,49.0
14,flower,37.0,30.0,9.0
15,beer,71.0,50.0,25.0
16,ripple_wave,40.0,33.0,25.0
17,circular_progressbar,63.0,41.0,18.0
18,beer,35.0,64.0,83.0
20,ripple_wave,55.0,70.0,79.0
21,circular_progressbar,60.0,37.0,12.0
22,circular_progressbar,66.0,77.0,86.0
23,sun,3.0,17.0,30.0
24,flower,84.0,89.0,97.0
25,beer,65.0,51.0,19.0
26,candle,70.0,43.0,25.0
27,flower,54.0,40.0,25.0
29,beer,80.0,57.0,38.0
30,sun,55.0,28.0,22.0
31,sun,84.0,77.0,61.0
33,candle,19.0,36.0,59.0
34,candle,88.0,31.0,78.0
35,flower,66.0,60.0,46.0
36,ripple_wave,79.0,80.0,61.0
38,tree_growth,6.0,13.0,17.0
39,ripple_wave,43.0,37.0,27.0
40,circular_progressbar,44.0,50.0,57.0
41,beer,62.0,56.0,48.0
42,beer,65.0,67.0,77.0
43,beer,84.0,72.0,62.0
44,flower,20.0,40.0,43.0
45,ripple_wave,76.0,87.0,94.0
46,tree_growth,23.0,35.0,47.0
47,flower,53.0,60.0,66.0
48,candle,37.0,38.0,62.0
1,tree_growth,35.0,18.0,17.0
2,candle,67.0,52.0,42.0
3,candle,42.0,53.0,76.0
4,beer,39.0,47.0,57.0
5,candle,51.0,34.0,4.0
6,beer,68.0,83.0,93.0
7,beer,32.0,16.0,1.0
8,circular_progressbar,97.0,92.0,87.0
9,candle,63.0,34.0,96.0
11,ripple_wave,61.0,37.0,14.0
12,beer,37.0,53.0,62.0
14,flower,89.0,95.0,99.0
15,beer,96.0,81.0,66.0
16,tree_growth,51.0,39.0,16.0
17,ripple_wave,61.0,35.0,15.0
18,tree_growth,77.0,61.0,32.0
19,ripple_wave,100.0,67.0,58.0
20,beer,1.0,5.0,11.0
21,sun,94.0,45.0,77.0
22,circular_progressbar,74.0,87.0,95.0
23,circular_progressbar,25.0,19.0,13.0
24,circular_progressbar,31.0,26.0,5.0
25,beer,28.0,29.0,39.0
26,candle,48.0,44.0,59.0
27,beer,67.0,57.0,46.0
28,circular_progressbar,83.0,89.0,94.0
29,beer,93.0,77.0,64.0
30,beer,74.0,82.0,91.0
1,sun,47.0,48.0,95.0
2,beer,61.0,69.0,73.0
3,tree_growth,96.0,90.0,84.0
4,flower,94.0,88.0,74.0
5,ripple_wave,49.0,64.0,67.0
6,ripple_wave,80.0,74.0,95.0
7,flower,2.0,55.0,36.0
9,ripple_wave,99.0,87.0,88.0
10,ripple_wave,25.0,43.0,9.0
11,flower,77.0,55.0,92.0
12,candle,62.0,17.0,91.0
13,sun,20.0,81.0,30.0
14,candle,49.0,95.0,26.0
15,candle,63.0,24.0,35.0
16,flower,30.0,98.0,61.0
17,beer,48.0,65.0,79.0
18,beer,68.0,56.0,32.0
19,beer,90.0,46.0,71.0
21,sun,43.0,80.0,25.0
22,tree_growth,19.0,65.0,2.0
23,circular_progressbar,26.0,76.0,2.0
24,sun,85.0,17.0,95.0
25,flower,43.0,100.0,61.0
26,ripple_wave,75.0,19.0,37.0
27,beer,78.0,63.0,49.0
28,ripple_wave,64.0,60.0,76.0
29,tree_growth,21.0,91.0,55.0
30,flower,66.0,83.0,43.0
31,circular_progressbar,57.0,6.0,33.0
32,circular_progressbar,53.0,8.0,66.0
33,tree_growth,70.0,15.0,41.0
34,beer,4.0,29.0,14.0
35,flower,44.0,19.0,91.0
36,circular_progressbar,3.0,58.0,27.0
37,flower,2.0,48.0,12.0
38,candle,66.0,85.0,82.0
39,sun,85.0,16.0,99.0
40,flower,45.0,87.0,35.0
41,sun,30.0,64.0,44.0
42,sun,51.0,39.0,67.0
43,ripple_wave,20.0,31.0,9.0
44,ripple_wave,78.0,23.0,52.0
45,candle,2.0,48.0,15.0
46,sun,87.0,6.0,37.0
47,ripple_wave,26.0,39.0,40.0
48,flower,52.0,100.0,33.0
49,tree_growth,65.0,82.0,30.0
51,beer,77.0,71.0,92.0
52,tree_growth,78.0,99.0,100.0
53,sun,6.0,72.0,39.0
55,circular_progressbar,37.0,56.0,9.0
56,sun,36.0,42.0,17.0
57,ripple_wave,35.0,49.0,13.0
58,beer,52.0,22.0,5.0
59,flower,59.0,59.0,36.0
60,sun,54.0,42.0,42.0
61,tree_growth,4.0,90.0,22.0
62,ripple_wave,59.0,49.0,15.0
63,ripple_wave,43.0,46.0,32.0
64,flower,20.0,66.0,57.0
66,circular_progressbar,9.0,38.0,24.0
67,flower,66.0,54.0,27.0
68,flower,93.0,59.0,61.0
69,sun,70.0,29.0,37.0
71,tree_growth,78.0,58.0,89.0
72,candle,87.0,35.0,50.0
73,tree_growth,97.0,74.0,52.0
74,tree_growth,33.0,90.0,48.0
75,beer,20.0,33.0,6.0
76,beer,49.0,59.0,89.0
78,flower,44.0,67.0,79.0
79,beer,49.0,56.0,83.0
80,beer,79.0,60.0,94.0
81,tree_growth,37.0,80.0,21.0
82,circular_progressbar,47.0,30.0,61.0
83,beer,54.0,62.0,90.0
84,circular_progressbar,65.0,30.0,46.0
86,flower,11.0,73.0,28.0
87,sun,57.0,44.0,43.0
88,tree_growth,2.0,61.0,17.0
89,sun,78.0,68.0,51.0
90,flower,16.0,62.0,4.0
92,beer,89.0,75.0,71.0
94,candle,83.0,37.0,40.0
95,candle,6.0,23.0,16.0
97,tree_growth,66.0,99.0,80.0
98,candle,72.0,24.0,100.0
99,circular_progressbar,32.0,17.0,45.0
4,ripple_wave,37.0,100.0,79.0
5,beer,65.0,76.0,91.0
7,beer,70.0,67.0,58.0
8,ripple_wave,80.0,76.0,92.0
9,circular_progressbar,60.0,42.0,23.0
10,candle,33.0,43.0,46.0
11,ripple_wave,98.0,100.0,82.0
12,candle,55.0,33.0,15.0
13,flower,59.0,35.0,14.0
15,tree_growth,1.0,18.0,36.0
16,beer,49.0,26.0,16.0
17,circular_progressbar,45.0,75.0,94.0
18,beer,13.0,37.0,63.0
19,circular_progressbar,75.0,65.0,55.0
20,tree_growth,34.0,27.0,58.0
1,sun,41.0,47.0,61.0
2,beer,18.0,25.0,51.0
3,candle,58.0,69.0,68.0
4,ripple_wave,88.0,97.0,100.0
5,ripple_wave,33.0,57.0,74.0
6,candle,90.0,30.0,70.0
1,beer,33.0,46.0,69.0
2,candle,54.0,43.0,33.0
3,circular_progressbar,56.0,37.0,11.0
4,tree_growth,13.0,37.0,55.0
5,tree_growth,43.0,70.0,90.0
6,beer,65.0,51.0,31.0
7,circular_progressbar,26.0,18.0,12.0
9,candle,68.0,71.0,97.0
10,candle,29.0,52.0,72.0
11,tree_growth,83.0,92.0,100.0
12,beer,83.0,72.0,50.0
13,sun,56.0,24.0,9.0
14,circular_progressbar,19.0,13.0,6.0
15,candle,9.0,45.0,53.0
16,flower,66.0,84.0,96.0
17,beer,47.0,63.0,73.0
18,tree_growth,84.0,94.0,100.0
19,circular_progressbar,91.0,71.0,50.0
20,ripple_wave,1.0,11.0,20.0
21,circular_progressbar,25.0,39.0,63.0
22,candle,30.0,49.0,69.0
23,tree_growth,49.0,35.0,19.0
24,ripple_wave,50.0,29.0,8.0
25,sun,58.0,27.0,17.0
26,circular_progressbar,85.0,89.0,96.0
27,ripple_wave,17.0,35.0,46.0
28,sun,38.0,68.0,75.0
29,candle,69.0,57.0,32.0
30,flower,42.0,48.0,54.0
31,circular_progressbar,53.0,71.0,98.0
32,circular_progressbar,19.0,13.0,8.0
33,ripple_wave,38.0,55.0,64.0
34,candle,22.0,41.0,52.0
35,sun,81.0,66.0,33.0
36,candle,53.0,41.0,9.0
37,sun,100.0,90.0,84.0
38,tree_growth,90.0,95.0,100.0
39,flower,25.0,21.0,12.0
42,flower,52.0,62.0,72.0
43,tree_growth,87.0,93.0,100.0
44,beer,78.0,62.0,39.0
45,circular_progressbar,37.0,44.0,51.0
46,circular_progressbar,1.0,20.0,33.0
47,candle,23.0,26.0,33.0
49,candle,17.0,23.0,32.0
50,tree_growth,74.0,68.0,50.0
51,beer,11.0,45.0,60.0
52,ripple_wave,69.0,89.0,99.0
53,circular_progressbar,31.0,37.0,44.0
55,sun,36.0,56.0,63.0
57,flower,43.0,67.0,83.0
58,flower,62.0,77.0,90.0
59,beer,91.0,74.0,62.0
60,sun,65.0,59.0,45.0
61,circular_progressbar,67.0,56.0,45.0
62,circular_progressbar,64.0,51.0,40.0
63,circular_progressbar,44.0,35.0,29.0
64,tree_growth,56.0,80.0,89.0
65,sun,16.0,27.0,57.0
66,tree_growth,27.0,18.0,15.0
67,sun,20.0,13.0,7.0
68,sun,10.0,21.0,39.0
70,beer,69.0,43.0,24.0
71,flower,19.0,22.0,31.0
72,flower,64.0,58.0,47.0
73,beer,64.0,84.0,97.0
74,flower,36.0,28.0,14.0
76,ripple_wave,27.0,41.0,60.0
77,beer,81.0,77.0,70.0
78,beer,70.0,65.0,54.0
79,tree_growth,61.0,79.0,89.0
80,tree_growth,51.0,44.0,40.0
81,ripple_wave,3.0,27.0,39.0
82,ripple_wave,52.0,28.0,18.0
83,beer,84.0,92.0,96.0
84,ripple_wave,70.0,76.0,81.0
85,beer,82.0,76.0,65.0
87,beer,77.0,75.0,56.0
88,beer,20.0,32.0,43.0
89,ripple_wave,93.0,81.0,67.0
90,candle,30.0,40.0,77.0
91,circular_progressbar,18.0,22.0,31.0
92,candle,47.0,38.0,17.0
94,beer,73.0,69.0,56.0
95,flower,15.0,32.0,42.0
96,sun,99.0,94.0,89.0
98,beer,28.0,20.0,9.0
99,flower,36.0,55.0,64.0
100,flower,32.0,41.0,44.0
101,tree_growth,67.0,78.0,85.0
102,ripple_wave,75.0,70.0,97.0
103,circular_progressbar,18.0,11.0,4.0
104,ripple_wave,50.0,63.0,86.0
106,beer,100.0,93.0,71.0
107,ripple_wave,61.0,77.0,97.0
108,sun,17.0,13.0,6.0
109,beer,21.0,42.0,48.0
110,candle,12.0,47.0,60.0
111,tree_growth,26.0,16.0,10.0
112,flower,68.0,51.0,28.0
113,flower,12.0,6.0,1.0
114,tree_growth,3.0,15.0,20.0
115,sun,74.0,70.0,62.0
116,tree_growth,96.0,86.0,78.0
117,tree_growth,98.0,88.0,54.0
120,circular_progressbar,31.0,41.0,53.0
122,beer,38.0,31.0,1.0
123,flower,84.0,79.0,66.0
124,sun,7.0,12.0,18.0
125,flower,73.0,56.0,37.0
126,tree_growth,42.0,37.0,21.0
127,candle,47.0,63.0,93.0
128,ripple_wave,22.0,30.0,33.0
129,tree_growth,61.0,77.0,86.0
130,circular_progressbar,35.0,22.0,13.0
131,candle,62.0,49.0,78.0
132,ripple_wave,85.0,67.0,46.0
133,sun,24.0,38.0,48.0
134,sun,1.0,18.0,31.0
135,flower,76.0,66.0,43.0
136,sun,53.0,65.0,69.0
137,sun,25.0,31.0,38.0
138,circular_progressbar,64.0,69.0,76.0
139,candle,72.0,65.0,35.0
140,candle,18.0,11.0,1.0
1,candle,89.0,1.0,79.0
2,flower,15.0,1.0,3.0
3,circular_progressbar,18.0,31.0,8.0
5,ripple_wave,92.0,18.0,44.0
6,flower,15.0,98.0,43.0
7,beer,15.0,29.0,32.0
8,sun,28.0,9.0,1.0
9,flower,54.0,19.0,90.0
10,beer,66.0,30.0,79.0
11,tree_growth,26.0,56.0,16.0
12,circular_progressbar,47.0,1.0,12.0
13,flower,2.0,23.0,51.0
14,beer,92.0,36.0,61.0
15,flower,42.0,37.0,6.0
1,beer,37.0,43.0,50.0
2,sun,82.0,78.0,47.0
3,flower,78.0,84.0,96.0
4,tree_growth,51.0,41.0,29.0
5,beer,62.0,55.0,49.0
6,sun,1.0,8.0,12.0
7,circular_progressbar,63.0,75.0,87.0
8,ripple_wave,92.0,72.0,56.0
9,sun,31.0,47.0,61.0
10,tree_growth,2.0,28.0,45.0
12,ripple_wave,13.0,22.0,33.0
13,candle,53.0,37.0,13.0
14,flower,82.0,85.0,92.0
15,ripple_wave,57.0,43.0,24.0
16,candle,82.0,88.0,92.0
17,tree_growth,78.0,71.0,55.0
18,ripple_wave,3.0,13.0,28.0
19,sun,80.0,88.0,96.0
20,circular_progressbar,78.0,60.0,35.0
21,tree_growth,72.0,80.0,86.0
22,circular_progressbar,58.0,73.0,91.0
23,tree_growth,69.0,56.0,50.0
24,flower,91.0,73.0,54.0
25,beer,77.0,89.0,98.0
26,circular_progressbar,8.0,19.0,29.0
27,tree_growth,67.0,44.0,24.0
28,ripple_wave,95.0,82.0,83.0
29,ripple_wave,38.0,31.0,9.0
32,tree_growth,40.0,28.0,17.0
33,ripple_wave,56.0,63.0,81.0
34,circular_progressbar,96.0,73.0,53.0
35,ripple_wave,11.0,34.0,50.0
37,tree_growth,24.0,16.0,3.0
38,circular_progressbar,84.0,90.0,98.0
39,candle,15.0,7.0,5.0
40,tree_growth,24.0,31.0,36.0
41,ripple_wave,34.0,24.0,9.0
42,tree_growth,89.0,76.0,61.0
43,flower,17.0,8.0,4.0
44,ripple_wave,65.0,76.0,88.0
45,ripple_wave,71.0,51.0,37.0
46,candle,58.0,46.0,30.0
47,ripple_wave,51.0,38.0,18.0
48,candle,85.0,67.0,51.0
50,ripple_wave,30.0,21.0,9.0
51,tree_growth,31.0,64.0,73.0
52,circular_progressbar,50.0,25.0,1.0
2,candle,19.0,7.0,3.0
3,sun,66.0,41.0,22.0
4,circular_progressbar,98.0,89.0,76.0
5,sun,43.0,62.0,78.0
6,beer,31.0,41.0,58.0
7,candle,53.0,85.0,99.0
8,beer,31.0,48.0,62.0
9,sun,64.0,76.0,91.0
11,tree_growth,82.0,74.0,37.0
12,ripple_wave,54.0,47.0,37.0
13,beer,45.0,37.0,28.0
14,flower,2.0,15.0,27.0
15,flower,69.0,74.0,81.0
1,candle,49.0,80.0,87.0
2,candle,12.0,8.0,2.0
3,candle,52.0,80.0,99.0
4,ripple_wave,35.0,51.0,73.0
5,ripple_wave,50.0,65.0,84.0
6,beer,66.0,55.0,45.0
7,flower,26.0,45.0,57.0
8,ripple_wave,100.0,98.0,90.0
9,flower,36.0,29.0,17.0
10,circular_progressbar,11.0,23.0,33.0
11,beer,70.0,86.0,99.0
12,circular_progressbar,35.0,61.0,74.0
13,tree_growth,24.0,33.0,47.0
14,ripple_wave,91.0,83.0,74.0
15,sun,52.0,71.0,85.0
16,flower,30.0,19.0,2.0
17,tree_growth,80.0,71.0,64.0
18,circular_progressbar,61.0,63.0,71.0
19,flower,30.0,61.0,79.0
20,circular_progressbar,35.0,51.0,66.0
21,circular_progressbar,53.0,37.0,21.0
22,candle,94.0,80.0,72.0
23,ripple_wave,75.0,72.0,60.0
24,sun,41.0,27.0,21.0
25,beer,26.0,32.0,37.0
1,tree_growth,67.0,76.0,95.0
2,beer,90.0,84.0,78.0
3,tree_growth,1.0,7.0,11.0
4,sun,35.0,52.0,57.0
5,tree_growth,65.0,45.0,29.0
6,flower,33.0,52.0,66.0
7,flower,92.0,77.0,64.0
8,beer,87.0,81.0,67.0
9,beer,67.0,44.0,24.0
10,candle,74.0,65.0,49.0
11,circular_progressbar,76.0,57.0,49.0
12,tree_growth,43.0,80.0,88.0
13,ripple_wave,52.0,40.0,31.0
14,tree_growth,29.0,46.0,54.0
15,circular_progressbar,32.0,13.0,6.0
16,flower,1.0,4.0,12.0
17,circular_progressbar,42.0,62.0,90.0
18,flower,56.0,37.0,13.0
19,ripple_wave,60.0,66.0,70.0
21,ripple_wave,26.0,22.0,14.0
22,circular_progressbar,54.0,25.0,9.0
23,beer,34.0,22.0,15.0
24,flower,68.0,83.0,100.0
25,circular_progressbar,27.0,18.0,11.0
26,beer,37.0,63.0,76.0
29,tree_growth,34.0,27.0,24.0
30,candle,17.0,28.0,37.0
31,beer,67.0,51.0,36.0
32,sun,97.0,92.0,81.0
33,ripple_wave,60.0,44.0,37.0
34,ripple_wave,83.0,69.0,47.0
36,candle,52.0,39.0,26.0
37,tree_growth,42.0,29.0,7.0
38,tree_growth,83.0,73.0,66.0
39,beer,51.0,43.0,31.0
40,candle,90.0,71.0,48.0
41,flower,45.0,79.0,87.0
42,candle,34.0,24.0,6.0
43,beer,68.0,83.0,97.0
44,sun,15.0,7.0,1.0
45,tree_growth,66.0,80.0,83.0
46,flower,16.0,11.0,6.0
47,circular_progressbar,47.0,62.0,87.0
48,flower,12.0,6.0,1.0
49,candle,76.0,71.0,94.0
50,candle,10.0,23.0,32.0
51,candle,42.0,34.0,19.0
52,sun,90.0,77.0,58.0
54,flower,87.0,91.0,97.0
55,ripple_wave,64.0,49.0,30.0
56,beer,62.0,82.0,98.0
57,beer,58.0,88.0,98.0
