index,glyph_type,sizeA,sizeB,sizeC
20,line,19,50,79
21,star,54,59,62
22,square,51,58,61
23,square,46,58,66
24,circle,85,66,43
25,polygon,87,64,28
26,line,63,68,69
27,polygon,77,72,66
28,line,60,69,80
29,polygon,92,77,54
30,circle,96,68,37
31,circle,88,85,84
32,line,95,86,84
33,star,100,92,80
34,line,70,90,100
35,square,100,81,56
36,line,10,7,3
37,circle,3,8,12
38,line,19,11,1
39,star,26,15,1
40,polygon,1,10,43
41,polygon,35,31,28
42,line,31,28,22
43,star,39,28,17
44,circle,54,38,14
45,square,1,39,59
46,star,35,38,39
47,polygon,38,45,50
48,star,53,41,31
49,star,25,48,64
50,line,10,47,72
51,polygon,52,49,45
52,polygon,41,46,51
53,square,42,51,62
54,circle,75,57,33
55,line,84,48,23
56,circle,58,63,65
57,circle,53,61,64
58,line,67,54,45
59,polygon,38,60,76
60,polygon,85,59,27
61,circle,73,72,65
62,square,79,73,68
63,star,79,70,60
64,star,48,65,89
65,star,39,72,100
66,circle,85,89,93
67,line,99,89,90
68,circle,84,96,100
69,circle,68,90,100
70,polygon,100,80,58
71,line,7,10,12
72,square,15,9,4
73,line,3,17,24
74,square,34,16,1
75,star,1,20,37
76,star,34,32,29
77,circle,33,30,22
78,star,41,32,22
79,line,53,30,11
80,circle,1,34,60
81,square,39,43,45
82,star,34,38,42
83,star,31,41,49
84,square,23,51,63
85,polygon,69,40,9
86,star,55,53,49
87,square,59,56,49
88,polygon,39,51,59
89,line,65,41,27
90,polygon,78,54,18
91,square,64,60,56
92,circle,65,58,54
93,star,52,60,73
94,square,81,63,39
95,square,27,61,88
96,circle,71,73,76
97,square,62,66,70
98,line,57,70,77
99,polygon,93,74,52
100,circle,43,71,100
1,polygon,14,72,99
2,star,95,73,58
3,star,48,69,98
4,square,18,52,85
5,circle,17,35,49
6,line,29,53,94
7,circle,96,62,40
8,square,56,68,84
9,square,34,34,32
10,square,87,74,65
11,line,1,28,39
12,polygon,18,22,25
13,square,31,1,41
14,square,28,29,35
15,circle,58,39,24
16,square,62,33,6
17,line,35,61,99
18,square,19,23,27
19,star,8,12,18
20,star,8,10,13
21,star,49,34,4
22,star,78,82,94
23,line,92,95,96
24,circle,77,52,32
25,star,75,41,10
26,line,72,69,56
27,line,94,66,22
28,line,90,76,74
29,circle,67,27,1
30,polygon,80,88,81
31,circle,49,36,15
32,polygon,75,78,76
33,star,31,33,38
34,circle,95,56,26
35,star,61,53,54
36,circle,44,34,15
37,square,57,37,4
38,star,14,18,19
39,polygon,59,51,51
40,polygon,27,44,57
41,square,26,28,31
42,polygon,40,56,77
43,square,78,72,69
44,line,48,74,99
45,polygon,4,27,37
46,star,32,56,98
47,circle,55,60,71
48,square,35,66,95
49,polygon,30,55,79
50,polygon,79,75,60
51,polygon,90,66,13
52,circle,97,70,56
53,star,55,64,68
54,line,12,44,64
55,circle,100,63,32
56,square,78,50,5
57,polygon,25,12,5
58,square,29,68,93
59,line,94,84,77
60,line,13,17,17
61,line,57,46,26
62,circle,28,18,8
63,polygon,67,60,77
64,line,40,51,61
65,line,16,50,98
66,square,69,79,88
67,star,98,97,97
68,square,19,1,3
69,star,65,79,94
70,polygon,21,50,71
71,circle,71,69,70
72,polygon,39,55,85
73,polygon,42,49,61
74,polygon,24,30,32
75,polygon,36,53,68
76,star,43,30,4
77,line,2,50,67
78,star,54,65,72
79,line,33,31,25
80,circle,23,50,87
81,square,14,38,52
82,line,71,52,42
83,star,89,61,30
84,circle,38,56,73
85,polygon,97,93,88
86,star,55,42,9
87,star,56,52,46
88,line,59,59,58
89,polygon,48,39,6
90,square,65,49,34
91,circle,29,42,59
92,square,88,74,61
93,star,16,53,79
94,circle,63,45,29
95,circle,1,34,84
96,circle,20,32,58
97,line,45,41,29
98,line,13,6,1
99,circle,15,30,40
100,square,41,36,31
1,polygon,30,31,46
2,star,69,85,94
3,polygon,37,19,21
4,square,31,46,60
5,square,63,58,57
6,star,59,73,86
7,polygon,83,32,2
8,polygon,45,33,28
9,circle,4,27,88
10,star,95,61,15
11,square,10,49,99
12,star,51,32,17
13,circle,98,93,82
14,square,18,23,38
15,polygon,67,72,71
16,circle,2,44,97
17,star,65,58,47
18,star,24,28,32
19,circle,88,72,51
20,square,89,64,35
21,square,8,50,87
22,line,91,77,54
23,line,29,22,14
24,circle,61,68,71
25,polygon,81,78,89
26,square,11,8,2
27,circle,8,66,92
28,square,41,69,93
29,line,1,49,100
30,square,40,33,26
31,star,63,48,35
32,line,43,34,20
33,polygon,76,64,53
34,polygon,49,40,28
35,polygon,72,51,24
36,polygon,5,40,73
37,circle,64,62,57
38,circle,18,63,97
39,line,50,53,66
40,circle,6,32,51
41,star,26,32,34
42,star,71,50,37
43,square,37,31,19
44,star,82,62,43
45,circle,88,92,97
46,circle,93,91,89
47,line,35,46,53
48,line,94,45,22
49,line,39,29,14
50,star,78,53,38
51,star,52,29,1
52,circle,40,27,12
53,square,68,63,61
54,polygon,93,69,54
55,circle,96,88,78
56,star,48,67,98
57,circle,60,33,3
58,circle,38,47,59
59,line,11,35,80
60,line,6,18,40
61,star,82,86,96
62,star,53,57,64
63,line,67,82,96
64,polygon,61,32,13
65,circle,18,44,78
66,square,21,40,59
67,square,1,57,96
68,square,88,84,83
69,square,19,44,86
70,star,73,44,8
71,polygon,7,14,23
72,circle,15,35,69
73,line,98,97,94
74,star,47,54,67
75,square,18,35,54
76,polygon,99,54,27
77,line,23,36,45
78,polygon,2,5,8
79,square,44,48,54
80,line,17,35,60
81,line,46,46,44
82,circle,66,75,93
83,line,64,73,85
84,star,38,46,60
85,polygon,69,37,21
86,line,100,70,40
87,polygon,67,56,43
88,line,4,29,50
89,line,90,92,100
90,square,87,42,21
91,polygon,90,73,66
92,line,99,93,87
93,circle,97,58,33
94,polygon,92,73,63
95,circle,70,79,92
96,square,67,70,71
97,square,87,83,76
98,star,14,41,56
99,polygon,42,25,11
100,star,48,28,6
1,line,26,44,71
2,line,47,61,80
3,star,1,40,66
4,circle,24,34,56
5,star,5,5,4
6,square,88,47,18
7,circle,76,80,90
8,square,19,14,10
9,square,13,8,2
10,square,41,30,17
11,star,31,42,49
12,circle,59,46,34
13,square,37,37,38
14,circle,52,56,60
15,polygon,29,62,89
16,line,77,36,2
17,square,17,36,62
18,line,74,42,19
19,polygon,52,34,17
20,line,32,23,11
21,polygon,45,65,91
22,square,95,93,93
23,polygon,63,79,96
24,polygon,82,63,46
25,polygon,45,61,80
26,line,7,30,40
27,star,99,62,26
28,circle,18,35,56
29,circle,13,60,100
30,star,77,58,31
31,line,73,74,75
32,line,42,55,87
33,circle,40,33,28
34,line,1,9,17
35,polygon,35,43,50
36,polygon,21,26,38
37,square,48,36,28
38,polygon,50,66,85
39,square,87,53,30
40,square,9,47,99
41,polygon,20,48,71
42,circle,19,34,52
43,circle,12,47,72
44,line,30,23,17
45,line,35,20,2
46,circle,65,36,17
47,square,46,52,74
48,square,82,39,8
49,circle,86,68,62
50,line,8,46,79
51,circle,41,50,74
52,square,30,36,49
53,line,71,77,84
54,polygon,63,63,76
55,polygon,64,85,96
56,star,51,63,70
57,star,30,46,63
58,polygon,65,57,25
59,square,54,56,62
60,line,88,91,92
61,star,38,39,39
62,star,25,15,1
63,polygon,79,71,69
64,star,11,25,36
65,square,28,36,50
66,circle,30,47,67
67,circle,23,29,37
68,polygon,71,81,97
69,star,16,52,61
70,square,97,41,3
71,polygon,52,45,18
72,circle,79,40,19
73,star,21,44,90
74,polygon,86,70,54
75,circle,80,82,91
76,polygon,55,56,67
77,star,22,16,4
78,circle,48,25,2
79,star,28,50,97
80,star,4,37,75
81,line,88,48,3
82,line,25,49,70
83,square,64,50,46
84,circle,95,83,77
85,line,49,59,80
86,star,36,24,1
87,line,2,26,53
88,circle,38,30,26
89,polygon,99,66,13
90,line,71,44,7
91,square,14,20,25
92,line,43,51,82
93,star,36,42,49
94,star,83,63,51
95,polygon,9,27,41
96,star,25,19,12
97,square,37,23,10
98,square,43,29,9
99,star,56,34,10
100,circle,70,74,90
